2004-01,54
2004-02,40
2004-03,50
2004-04,52
2004-05,37
2004-06,47
2004-07,44
2004-08,59
2004-09,49
2004-10,52
2004-11,44
2004-12,45
2005-01,52
2005-02,50
2005-03,54
2005-04,51
2005-05,42
2005-06,43
2005-07,45
2005-08,44
2005-09,38
2005-10,47
2005-11,39
2005-12,42
2006-01,38
2006-02,44
2006-03,40
2006-04,43
2006-05,39
2006-06,42
2006-07,42
2006-08,37
2006-09,38
2006-10,34
2006-11,39
2006-12,34
2007-01,33
2007-02,33
2007-03,34
2007-04,31
2007-05,38
2007-06,35
2007-07,36
2007-08,36
2007-09,37
2007-10,35
2007-11,36
2007-12,35
2008-01,37
2008-02,38
2008-03,36
2008-04,39
2008-05,34
2008-06,36
2008-07,40
2008-08,39
2008-09,39
2008-10,39
2008-11,39
2008-12,37
2009-01,40
2009-02,42
2009-03,41
2009-04,42
2009-05,40
2009-06,41
2009-07,40
2009-08,44
2009-09,40
2009-10,39
2009-11,42
2009-12,39
2010-01,50
2010-02,46
2010-03,44
2010-04,37
2010-05,39
2010-06,41
2010-07,41
2010-08,40
2010-09,39
2010-10,39
2010-11,44
2010-12,41
2011-01,37
2011-02,44
2011-03,35
2011-04,35
2011-05,34
2011-06,36
2011-07,35
2011-08,38
2011-09,36
2011-10,35
2011-11,35
2011-12,29
2012-01,30
2012-02,32
2012-03,33
2012-04,30
2012-05,32
2012-06,34
2012-07,36
2012-08,38
2012-09,38
2012-10,38
2012-11,40
2012-12,34
2013-01,38
2013-02,42
2013-03,40
2013-04,40
2013-05,38
2013-06,41
2013-07,44
2013-08,44
2013-09,47
2013-10,45
2013-11,44
2013-12,42
2014-01,42
2014-02,38
2014-03,39
2014-04,40
2014-05,39
2014-06,43
2014-07,47
2014-08,50
2014-09,48
2014-10,49
2014-11,48
2014-12,47
2015-01,49
2015-02,48
2015-03,50
2015-04,50
2015-05,49
2015-06,53
2015-07,52
2015-08,51
2015-09,55
2015-10,55
2015-11,56
2015-12,53
2016-01,50
2016-02,52
2016-03,57
2016-04,53
2016-05,50
2016-06,57
2016-07,54
2016-08,52
2016-09,53
2016-10,51
2016-11,59
2016-12,56
2017-01,57
2017-02,60
2017-03,57
2017-04,53
2017-05,53
2017-06,59
2017-07,57
2017-08,58
2017-09,61
2017-10,64
2017-11,61
2017-12,58
2018-01,57
2018-02,41
2018-03,27
2018-04,45
2018-05,42
2018-06,47
2018-07,46
2018-08,47
2018-09,47
2018-10,43
2018-11,46
2018-12,43
2019-01,45
2019-02,45
2019-03,43
2019-04,42
2019-05,42
2019-06,47
2019-07,52
2019-08,51
2019-09,55
2019-10,52
2019-11,54
2019-12,51
2020-01,52
2020-02,53
2020-03,55
2020-04,91
2020-05,83
2020-06,69
2020-07,70
2020-08,64
2020-09,61
2020-10,61
2020-11,57
2020-12,60
2021-01,64
2021-02,64
2021-03,61
2021-04,60
2021-05,69
2021-06,64
2021-07,67
2021-08,67
2021-09,63
2021-10,61
2021-11,61
2021-12,59
2022-01,69
2022-02,74
2022-03,70
2022-04,66
2022-05,65
2022-06,72
2022-07,74
2022-08,70
2022-09,74
2022-10,68
2022-11,66
2022-12,65
2023-01,68
2023-02,75
2023-03,76
2023-04,74
2023-05,70
2023-06,83
2023-07,87
2023-08,81
2023-09,85
2023-10,79
2023-11,79
2023-12,86
2024-01,86
2024-02,100
